,flowS1-curr,prcpS1-1day,prcpS2-1day,prcpS3-1day,flowS1-1day,flowS2-1day,prcpS1-2day,prcpS2-2day,prcpS3-2day,flowS1-2day,flowS2-2day,prcpS1-3day,prcpS2-3day,prcpS3-3day,flowS1-3day,flowS2-3day
3458,large,large,large,large,medium,medium,small,small,small,medium,medium,small,small,small,large,large
3459,large,large,small,large,large,large,large,large,large,medium,medium,small,small,small,medium,medium
3460,large,large,large,large,large,large,large,small,large,large,large,large,large,large,medium,medium
3461,large,large,large,large,large,large,large,large,large,large,large,large,small,large,large,large
3462,large,large,small,medium,large,large,large,large,large,large,large,large,large,large,large,large
3463,large,medium,large,medium,large,large,large,small,medium,large,large,large,large,large,large,large
3464,medium,small,small,small,large,large,medium,large,medium,large,large,large,small,medium,large,large
3465,medium,small,small,small,medium,medium,small,small,small,large,large,medium,large,medium,large,large
3466,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,large,large
3467,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3468,large,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3469,large,medium,medium,medium,large,large,small,small,small,medium,medium,small,small,small,medium,medium
3470,large,large,small,medium,large,large,medium,medium,medium,large,large,small,small,small,medium,medium
3471,medium,small,small,small,large,large,large,small,medium,large,large,medium,medium,medium,large,large
3472,large,medium,medium,medium,medium,large,small,small,small,large,large,large,small,medium,large,large
3473,large,large,large,large,large,large,medium,medium,medium,medium,large,small,small,small,large,large
3474,large,large,large,large,large,large,large,large,large,large,large,medium,medium,medium,medium,large
3475,large,large,large,medium,large,large,large,large,large,large,large,large,large,large,large,large
3476,large,large,large,large,large,large,large,large,medium,large,large,large,large,large,large,large
3477,large,large,large,large,large,large,large,large,large,large,large,large,large,medium,large,large
3478,large,medium,large,large,large,large,large,large,large,large,large,large,large,large,large,large
3479,large,medium,medium,medium,large,large,medium,large,large,large,large,large,large,large,large,large
3480,large,small,small,medium,large,large,medium,medium,medium,large,large,medium,large,large,large,large
3481,large,small,small,small,large,large,small,small,medium,large,large,medium,medium,medium,large,large
3482,large,small,small,small,large,large,small,small,small,large,large,small,small,medium,large,large
3483,large,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
3484,large,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
3485,large,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
3486,large,small,medium,medium,large,large,small,small,small,large,large,small,small,small,large,large
3487,medium,small,small,medium,large,large,small,medium,medium,large,large,small,small,small,large,large
3488,medium,small,small,small,medium,medium,small,small,medium,large,large,small,medium,medium,large,large
3489,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,medium,large,large
3490,medium,medium,small,medium,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3491,large,large,medium,large,medium,medium,medium,small,medium,medium,medium,small,small,small,medium,medium
3492,large,large,large,large,large,medium,large,medium,large,medium,medium,medium,small,medium,medium,medium
3493,large,large,large,large,large,medium,large,large,large,large,medium,large,medium,large,medium,medium
3494,medium,small,small,small,large,large,large,large,large,large,medium,large,large,large,large,medium
3495,medium,small,small,small,medium,medium,small,small,small,large,large,large,large,large,large,medium
3496,large,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,large,large
3497,large,large,large,large,large,medium,small,small,small,medium,medium,small,small,small,medium,medium
3498,large,large,large,medium,large,large,large,large,large,large,medium,small,small,small,medium,medium
3499,medium,medium,small,medium,large,medium,large,large,medium,large,large,large,large,large,large,medium
3500,medium,small,small,small,medium,medium,medium,small,medium,large,medium,large,large,medium,large,large
3501,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,small,medium,large,medium
3502,medium,medium,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3503,medium,small,small,small,medium,medium,medium,small,small,medium,medium,small,small,small,medium,medium
3504,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,small,small,medium,medium
3505,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3506,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3507,medium,small,medium,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3508,medium,medium,small,medium,medium,medium,small,medium,small,medium,medium,small,small,small,medium,medium
3509,medium,small,small,small,medium,medium,medium,small,medium,medium,medium,small,medium,small,medium,medium
3510,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,small,medium,medium,medium
3511,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3512,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3513,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3514,small,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3515,small,small,small,small,small,small,small,small,small,medium,medium,small,small,small,medium,medium
3516,small,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,medium
3517,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3518,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3519,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3520,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3521,medium,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3522,medium,large,large,large,medium,medium,large,large,large,small,small,small,small,small,small,small
3523,medium,large,large,large,medium,small,large,large,large,medium,medium,large,large,large,small,small
3524,medium,medium,small,medium,medium,medium,large,large,large,medium,small,large,large,large,medium,medium
3525,small,small,small,medium,medium,medium,medium,small,medium,medium,medium,large,large,large,medium,small
3526,small,small,small,small,small,small,small,small,medium,medium,medium,medium,small,medium,medium,medium
3527,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,medium,medium
3528,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3529,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3530,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3531,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3532,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3533,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3534,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3535,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3536,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3537,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3538,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3539,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3540,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3541,small,small,small,small,small,small,medium,small,medium,small,small,small,small,small,small,small
3542,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3543,small,large,small,large,small,small,small,small,small,small,small,small,small,small,small,small
3544,small,small,small,small,small,small,large,small,large,small,small,small,small,small,small,small
3545,small,small,small,small,small,small,small,small,small,small,small,large,small,large,small,small
3546,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3547,small,medium,large,medium,small,small,large,large,large,small,small,small,small,small,small,small
3548,small,small,small,medium,small,small,medium,large,medium,small,small,large,large,large,small,small
3549,small,small,small,small,small,small,small,small,medium,small,small,medium,large,medium,small,small
3550,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,small,small
3551,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3552,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3553,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3554,small,medium,small,small,small,small,large,large,large,small,small,small,small,small,small,small
3555,small,small,small,small,small,small,medium,small,small,small,small,large,large,large,small,small
3556,small,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,small
3557,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3558,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3559,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3560,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3561,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3562,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3563,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3564,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3565,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3566,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3567,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3568,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3569,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3570,small,small,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
3571,small,small,small,small,small,small,small,medium,medium,small,small,small,small,small,small,small
3572,small,small,small,small,small,small,small,small,small,small,small,small,medium,medium,small,small
3573,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3574,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3575,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3576,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3577,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3578,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3579,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3580,small,medium,small,large,small,small,small,small,small,small,small,small,small,small,small,small
3581,small,large,small,large,small,small,medium,small,large,small,small,small,small,small,small,small
3582,small,small,small,small,small,small,large,small,large,small,small,medium,small,large,small,small
3583,small,small,small,small,small,small,small,small,small,small,small,large,small,large,small,small
3584,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3585,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3586,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3587,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3588,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3589,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3590,small,large,small,medium,small,small,large,large,large,small,small,small,small,small,small,small
3591,small,medium,small,small,small,small,large,small,medium,small,small,large,large,large,small,small
3592,small,medium,small,medium,small,small,medium,small,small,small,small,large,small,medium,small,small
3593,small,small,small,small,small,small,medium,small,medium,small,small,medium,small,small,small,small
3594,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3595,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3596,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3597,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3598,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3599,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3600,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3601,small,small,small,small,small,small,medium,small,medium,small,small,small,small,small,small,small
3602,small,medium,medium,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3603,small,small,small,small,small,small,medium,medium,small,small,small,small,small,small,small,small
3604,small,medium,large,medium,small,small,small,small,small,small,small,medium,medium,small,small,small
3605,small,small,small,small,small,small,medium,large,medium,small,small,small,small,small,small,small
3606,small,small,small,small,small,small,small,small,small,small,small,medium,large,medium,small,small
3607,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3608,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3609,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3610,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3611,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3612,small,medium,medium,medium,small,small,medium,small,medium,small,small,small,small,small,small,small
3613,small,small,small,small,small,small,medium,medium,medium,small,small,medium,small,medium,small,small
3614,small,small,small,small,small,small,small,small,small,small,small,medium,medium,medium,small,small
3615,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3616,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3617,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3618,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3619,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3620,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3621,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3622,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3623,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3624,small,small,small,large,small,small,small,small,small,small,small,small,small,small,small,small
3625,small,large,medium,large,small,small,small,small,small,small,small,small,small,small,small,small
3626,small,small,small,small,small,small,large,medium,large,small,small,small,small,small,small,small
3627,small,small,small,small,small,small,small,small,small,small,small,large,medium,large,small,small
3628,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3629,small,large,medium,large,small,small,small,small,small,small,small,small,small,small,small,small
3630,small,small,small,small,small,small,large,medium,large,small,small,small,small,small,small,small
3631,small,small,small,small,small,small,small,small,small,small,small,large,medium,large,small,small
3632,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3633,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3634,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3635,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3636,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3637,small,medium,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
3638,small,small,small,small,small,small,medium,medium,medium,small,small,small,small,small,small,small
3639,small,small,small,small,small,small,small,small,small,small,small,medium,medium,medium,small,small
3640,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3641,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3642,small,small,small,small,small,small,medium,small,medium,small,small,small,small,small,small,small
3643,small,medium,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3644,small,small,small,small,small,small,medium,small,small,small,small,small,small,small,small,small
3645,small,small,medium,small,small,small,small,small,small,small,small,medium,small,small,small,small
3646,small,small,small,small,small,small,small,medium,small,small,small,small,small,small,small,small
3647,small,large,large,large,small,small,small,small,small,small,small,small,medium,small,small,small
3648,small,large,large,large,small,small,large,large,large,small,small,small,small,small,small,small
3649,small,small,small,small,small,small,large,large,large,small,small,large,large,large,small,small
3650,small,small,small,small,small,small,medium,small,medium,small,small,large,large,medium,small,small
3651,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3652,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3653,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3654,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3655,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3656,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3657,small,medium,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
3658,small,medium,medium,medium,small,small,medium,medium,medium,small,small,small,small,small,small,small
3659,small,medium,large,small,small,small,medium,medium,medium,small,small,medium,medium,medium,small,small
3660,small,medium,medium,medium,small,small,medium,large,small,small,small,medium,medium,medium,small,small
3661,small,large,medium,medium,small,small,medium,medium,medium,small,small,medium,large,small,small,small
3662,small,large,large,medium,small,small,large,medium,medium,small,small,medium,medium,medium,small,small
3663,small,large,large,medium,small,small,large,large,medium,small,small,large,medium,medium,small,small
3664,small,large,large,large,small,small,large,large,medium,small,small,large,large,medium,small,small
3665,small,large,large,large,small,medium,large,large,large,small,small,large,large,medium,small,small
3666,small,medium,small,medium,small,small,large,large,large,small,medium,large,large,large,small,small
3667,small,medium,small,medium,small,small,medium,small,medium,small,small,large,large,large,small,medium
3668,small,small,small,small,small,small,medium,small,medium,small,small,medium,small,medium,small,small
3669,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3670,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3671,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3672,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3673,small,large,small,large,small,small,medium,small,medium,small,small,small,small,small,small,small
3674,small,large,large,large,small,small,large,small,large,small,small,medium,small,medium,small,small
3675,small,large,medium,large,small,medium,large,large,large,small,small,large,small,large,small,small
3676,small,small,small,small,small,medium,large,medium,large,small,medium,large,large,large,small,small
3677,small,small,small,small,small,small,small,small,small,small,medium,large,medium,large,small,medium
3678,small,medium,medium,medium,small,small,small,small,small,small,small,small,small,small,small,medium
3679,small,small,small,small,small,small,medium,medium,medium,small,small,small,small,small,small,small
3680,small,small,small,small,small,small,small,small,small,small,small,medium,medium,medium,small,small
3681,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3682,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3683,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3684,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3685,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3686,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3687,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3688,small,medium,small,small,small,medium,large,large,large,small,small,small,small,small,small,small
3689,small,medium,large,medium,small,small,medium,small,small,small,medium,large,large,large,small,small
3690,medium,large,medium,large,medium,large,medium,large,medium,medium,large,large,medium,medium,medium,large
3691,medium,medium,small,medium,medium,large,large,medium,large,medium,large,medium,large,medium,medium,large
3692,medium,small,small,small,medium,medium,medium,small,medium,medium,large,large,medium,large,medium,large
3693,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,small,medium,medium,large
3694,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3695,small,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3696,small,small,small,small,small,medium,small,small,small,medium,medium,small,small,small,medium,medium
3697,small,medium,medium,medium,small,medium,small,small,small,small,medium,small,small,small,medium,medium
3698,small,medium,small,small,small,medium,medium,medium,medium,small,medium,small,small,small,small,medium
3699,small,small,small,small,small,medium,medium,small,small,small,medium,medium,medium,medium,small,medium
3700,small,small,small,small,small,small,small,small,small,small,medium,medium,small,small,small,medium
3701,small,medium,small,large,small,small,small,small,small,small,small,small,small,small,small,medium
3702,small,small,small,small,small,small,medium,small,large,small,small,small,small,small,small,small
3703,small,small,small,small,small,small,small,small,small,small,small,medium,small,large,small,small
3704,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3705,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3706,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3707,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3708,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3709,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3710,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3711,small,large,large,large,small,small,large,large,large,small,small,small,small,small,small,small
3712,small,medium,small,small,small,small,large,large,large,small,small,large,large,large,small,small
3713,small,small,small,small,small,small,medium,small,small,small,small,large,large,large,small,small
3714,small,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,small
3715,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3716,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3717,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3718,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3719,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3720,small,large,large,large,small,small,medium,small,medium,small,small,small,small,small,small,small
3721,small,large,medium,large,small,small,large,large,large,small,small,medium,small,medium,small,small
3722,small,large,large,large,small,small,large,medium,large,small,small,large,large,large,small,small
3723,small,large,medium,medium,small,small,large,large,large,small,small,large,medium,large,small,small
3724,small,small,small,small,small,small,large,medium,medium,small,small,large,large,large,small,small
3725,small,small,small,small,small,small,small,small,small,small,small,large,medium,medium,small,small
3726,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3727,medium,small,small,small,medium,large,small,small,small,medium,large,small,small,medium,large,large
3728,medium,medium,small,medium,medium,medium,small,small,small,medium,large,small,small,small,medium,large
3729,medium,small,small,small,medium,medium,medium,small,medium,medium,medium,small,small,small,medium,large
3730,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,small,medium,medium,medium
3731,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3732,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3733,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3734,small,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3735,small,small,small,small,small,medium,small,small,small,medium,medium,small,small,small,medium,medium
3736,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,medium,medium
3737,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,medium
3738,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3739,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3740,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3741,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3742,small,small,medium,small,small,small,small,small,small,small,small,small,small,small,small,small
3743,small,small,small,small,small,small,small,medium,small,small,small,small,small,small,small,small
3744,small,large,large,large,small,small,small,small,small,small,small,small,medium,small,small,small
3745,small,small,small,small,small,small,large,large,large,small,small,small,small,small,small,small
3746,medium,large,small,large,small,small,small,small,small,small,small,large,large,large,small,small
3747,medium,large,large,large,medium,large,large,small,large,small,small,small,small,small,small,small
3748,medium,large,large,medium,medium,medium,large,large,large,medium,large,large,small,large,small,small
3749,medium,medium,small,medium,medium,medium,large,large,medium,medium,medium,large,large,large,medium,large
3750,medium,small,small,small,medium,medium,medium,small,medium,medium,medium,large,large,medium,medium,medium
3751,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,small,medium,medium,medium
3752,small,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
3753,small,small,small,small,small,medium,small,small,small,medium,medium,small,small,small,medium,medium
3754,small,small,small,small,small,medium,small,small,small,small,medium,small,small,small,medium,medium
3755,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,small,medium
3756,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,medium
3757,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3758,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3759,small,medium,small,small,small,small,large,large,large,small,small,small,small,small,small,small
3760,small,small,small,small,small,small,medium,small,small,small,small,large,large,large,small,small
3761,small,medium,small,medium,small,small,small,small,small,small,small,medium,small,small,small,small
3762,small,small,small,small,small,small,medium,small,medium,small,small,small,small,small,small,small
3763,small,large,small,large,small,small,small,small,small,small,small,medium,small,medium,small,small
3764,small,medium,small,medium,small,small,large,small,large,small,small,small,small,small,small,small
3765,small,small,small,small,small,small,medium,small,medium,small,small,large,small,large,small,small
3766,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3767,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3768,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3769,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3770,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3771,small,small,small,small,small,small,medium,small,medium,small,small,small,small,small,small,small
3772,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3773,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3774,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3775,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3776,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3777,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3778,small,small,small,small,small,small,large,large,large,small,small,small,small,small,small,small
3779,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
3780,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3781,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3782,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3783,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3784,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3785,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3786,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3787,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3788,small,small,medium,small,small,small,small,small,small,small,small,small,small,small,small,small
3789,small,medium,small,medium,small,small,small,medium,small,small,small,small,small,small,small,small
3790,small,small,small,small,small,small,medium,small,medium,small,small,small,medium,small,small,small
3791,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3792,small,medium,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
3793,small,large,large,medium,small,small,medium,medium,medium,small,small,small,small,small,small,small
3794,small,small,small,medium,small,small,large,large,medium,small,small,medium,medium,medium,small,small
3795,small,small,small,small,small,small,small,small,medium,small,small,large,large,medium,small,small
3796,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,small,small
3797,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3798,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3799,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3800,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3801,small,medium,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3802,small,small,small,small,small,small,medium,small,small,small,small,small,small,small,small,small
3803,small,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,small
3804,small,medium,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
3805,small,large,small,medium,small,small,medium,medium,medium,small,small,small,small,small,small,small
3806,small,small,small,small,small,small,large,small,medium,small,small,medium,medium,medium,small,small
3807,small,small,small,small,small,small,small,small,small,small,small,large,small,medium,small,small
3808,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3809,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3810,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3811,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3812,small,small,small,small,small,small,medium,small,medium,small,small,small,small,small,small,small
3813,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3814,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3815,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3816,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3817,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3818,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3819,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3820,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3821,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3822,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3823,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3824,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3825,small,small,small,small,small,small,large,large,large,small,small,small,small,small,small,small
3826,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
3827,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3828,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3829,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3830,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
