,flowS1-curr,prcpS1-1day,prcpS2-1day,prcpS3-1day,flowS1-1day,flowS2-1day,prcpS1-2day,prcpS2-2day,prcpS3-2day,flowS1-2day,flowS2-2day,prcpS1-3day,prcpS2-3day,prcpS3-3day,flowS1-3day,flowS2-3day
3831,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3832,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3833,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3834,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3835,small,medium,small,large,small,small,small,small,small,small,small,small,small,small,small,small
3836,small,medium,small,medium,small,small,medium,small,large,small,small,small,small,small,small,small
3837,small,small,small,small,small,small,medium,small,medium,small,small,medium,small,large,small,small
3838,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3839,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3840,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3841,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3842,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3843,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3844,small,small,small,small,small,small,medium,small,medium,small,small,small,small,small,small,small
3845,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3846,small,small,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3847,small,small,small,small,small,small,small,small,medium,small,small,small,small,small,small,small
3848,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,small,small
3849,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3850,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3851,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3852,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3853,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3854,small,large,small,large,small,small,small,small,small,small,small,small,small,small,small,small
3855,small,large,large,large,small,small,large,small,large,small,small,small,small,small,small,small
3856,small,small,small,small,small,small,large,large,large,small,small,large,small,large,small,small
3857,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
3858,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3859,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3860,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3861,small,medium,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
3862,small,medium,small,medium,small,small,medium,medium,medium,small,small,small,small,small,small,small
3863,small,small,small,small,small,small,medium,small,medium,small,small,medium,medium,medium,small,small
3864,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3865,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3866,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3867,small,small,small,small,small,small,large,large,large,small,small,small,small,small,small,small
3868,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,small
3869,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3870,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3871,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3872,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3873,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3874,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3875,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3876,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3877,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3878,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3879,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3880,small,large,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3881,small,small,small,small,small,small,large,small,medium,small,small,small,small,small,small,small
3882,small,small,small,small,small,small,small,small,small,small,small,large,small,medium,small,small
3883,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3884,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3885,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3886,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3887,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3888,small,medium,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
3889,small,small,small,small,small,small,medium,medium,medium,small,small,small,small,small,small,small
3890,small,medium,large,large,small,small,small,small,small,small,small,medium,medium,medium,small,small
3891,small,large,medium,large,small,small,medium,large,large,small,small,small,small,small,small,small
3892,small,large,large,large,small,small,large,medium,large,small,small,medium,large,large,small,small
3893,small,medium,medium,small,small,small,large,large,large,small,small,large,medium,large,small,small
3894,small,small,small,small,small,small,medium,medium,small,small,small,large,large,large,small,small
3895,small,small,small,small,small,small,small,small,small,small,small,medium,medium,small,small,small
